"Zaman","RuzgarYonu","HavaBasinci","BagilNem","RuzgarHizi","SolarRadyasyon","ToprakSicakligi","HavaSicakligi"
2017-01-25 18:40:00,290,1008.7,13.3,4,95,34.7,33
2017-01-25 18:50:00,189,1008.7,11.8,5,56,34.8,33.1
2017-01-25 19:00:00,187,1008.6,11.7,5,41,34.9,33.07
2017-01-25 19:10:00,292,1008.6,10.5,5,30,34.9,33.21
2017-01-25 19:20:00,182,1008.7,9.7,5,28,35,32.77
2017-01-25 19:30:00,175,1008.8,9.6,5,27,35,32.63
2017-01-25 19:40:00,185,1008.8,10.8,4,18,35.1,31.92
2017-01-25 19:50:00,169,1008.8,10.5,5,26,35.1,31.98
2017-01-25 20:00:00,171,1008.9,10.5,5,30,35.1,31.76
2017-01-25 20:10:00,28,1009,9.9,6,19,35.2,31.73
2017-01-25 20:20:00,167,1009.1,9.8,6,12,35.2,31.51
2017-01-25 20:30:00,157,1009.1,9.6,6,20,35.2,31.54
2017-01-25 20:40:00,154,1009.2,9.5,6,19,35.2,31.34
2017-01-25 20:50:00,162,1009.2,9.7,6,24,35.1,31.07
2017-01-25 21:00:00,161,1009.3,10.6,5,9,35.2,30.6
2017-01-25 21:10:00,162,1009.4,11.5,4,18,35.1,29.95
2017-01-25 21:20:00,156,1009.4,12.2,5,14,35.1,29.95
2017-01-25 21:30:00,157,1009.4,11.6,6,20,35.1,30.17
2017-01-25 21:40:00,159,1009.4,12.1,5,6,35.1,29.9
2017-01-25 21:50:00,158,1009.4,12.7,5,14,35,29.6
2017-01-25 22:00:00,163,1009.4,13.1,5,20,35,29.3
2017-01-25 22:10:00,166,1009.4,14.1,5,24,34.9,28.8
2017-01-25 22:20:00,168,1009.4,15.6,4,27,34.9,28.28
2017-01-25 22:30:00,166,1009.3,16,4,26,34.8,28.16
2017-01-25 22:40:00,170,1009.2,16.3,4,29,34.8,27.86
2017-01-25 22:50:00,168,1009.2,17.2,4,12,34.7,27.51
2017-01-25 23:00:00,177,1009.2,19.2,4,15,34.6,26.94
2017-01-25 23:10:00,176,1009.1,22.3,3,23,34.6,25.97
2017-01-25 23:20:00,183,1009.1,23.1,3,10,34.5,25.5
2017-01-25 23:30:00,180,1009.1,24.5,3,15,34.5,24.99
2017-01-25 23:40:00,185,1009.1,26.9,3,10,34.4,24.45
2017-01-25 23:50:00,164,1009,25.9,4,16,34.3,24.27
2017-01-26 00:00:00,162,1009,26.7,4,17,34.2,24.06
2017-01-26 00:10:00,167,1008.9,28.1,3,13,34.2,23.69
2017-01-26 00:20:00,168,1008.9,29.6,3,11,34.1,23.35
2017-01-26 00:30:00,167,1008.9,28.8,1,14,34,23.25
2017-01-26 00:40:00,168,1008.8,31.7,0,18,33.9,22.91
2017-01-26 00:50:00,167,1008.6,33.8,0,19,33.9,22.52
2017-01-26 01:00:00,165,1008.6,36,1,16,33.8,22.04
2017-01-26 01:10:00,158,1008.6,33.6,3,24,33.7,22.06
2017-01-26 01:20:00,143,1008.6,31.1,4,22,33.6,22.32
2017-01-26 01:30:00,136,1008.6,27.2,4,20,33.6,22.82
2017-01-26 01:40:00,132,1008.6,20.2,4,19,33.5,24.65
2017-01-26 01:50:00,113,1008.4,18.8,4,17,33.4,24.77
2017-01-26 02:00:00,102,1008.4,21.5,4,19,33.3,24.06
2017-01-26 02:10:00,82,1008.4,19.8,4,20,33.2,23.85
2017-01-26 02:20:00,102,1008.4,22.3,3,3,33.1,23.15
2017-01-26 02:30:00,111,1008.4,22.3,3,19,33.1,22.87
2017-01-26 02:40:00,112,1008.4,21.5,4,26,33,23.11
2017-01-26 02:50:00,114,1008.5,20.8,4,11,32.9,23.1
2017-01-26 03:00:00,113,1008.5,21.4,4,14,32.8,22.76
2017-01-26 03:10:00,109,1008.5,21.4,3,22,32.7,22.94
2017-01-26 03:20:00,96,1008.5,21.1,4,24,32.6,23.23
2017-01-26 03:30:00,88,1008.4,18.3,6,20,32.6,24.54
2017-01-26 03:40:00,87,1008.4,16.2,6,13,32.5,25.3
2017-01-26 03:50:00,91,1008.4,14.9,6,24,32.4,25.79
2017-01-26 04:00:00,85,1008.4,14,6,13,32.3,25.83
2017-01-26 04:10:00,86,1008.4,13.7,6,15,32.2,25.95
2017-01-26 04:20:00,96,1008.4,13.5,6,11,32.1,25.97
2017-01-26 04:30:00,88,1008.4,13.4,6,28,32,25.86
2017-01-26 04:40:00,79,1008.4,12.2,7,15,32,26.59
2017-01-26 04:50:00,75,1008.5,11.8,8,18,31.9,26.67
2017-01-26 05:00:00,78,1008.5,12.2,7,11,31.8,26.53
2017-01-26 05:10:00,82,1008.6,12.7,6,18,31.7,26.08
2017-01-26 05:20:00,84,1008.8,13.4,5,24,31.6,25.67
2017-01-26 05:30:00,85,1008.8,14.2,5,26,31.5,25.37
2017-01-26 05:40:00,82,1008.8,14.7,5,25,31.5,25
2017-01-26 05:50:00,75,1008.8,14.9,5,29,31.4,24.9
2017-01-26 06:00:00,71,1008.9,15.8,5,40,31.3,24.83
2017-01-26 06:10:00,67,1009,15.6,5,41,31.2,24.98
2017-01-26 06:20:00,65,1009.1,15.8,5,103,31.1,25.15
2017-01-26 06:30:00,63,1009.2,14.5,5,139,31.1,26
2017-01-26 06:40:00,63,1009.2,11.5,6,178,31,26.91
2017-01-26 06:50:00,61,1009.3,10.3,8,232,30.9,27.63
2017-01-26 07:00:00,59,1009.4,9.2,7,263,30.8,28.13
2017-01-26 07:10:00,62,1009.5,8.2,8,287,30.8,28.58
2017-01-26 07:20:00,60,1009.5,8.1,8,345,30.7,28.92
2017-01-26 07:30:00,57,1009.7,7.2,7,378,30.6,29.34
2017-01-26 07:40:00,59,1009.7,6.7,8,413,30.6,29.62
2017-01-26 07:50:00,60,1009.8,6.8,9,464,30.5,29.57
2017-01-26 08:00:00,63,1009.9,7,10,499,30.4,29.59
2017-01-26 08:10:00,64,1009.9,7.2,10,546,30.4,29.8
2017-01-26 08:20:00,64,1009.9,7,9,581,30.3,30.35
2017-01-26 08:30:00,62,1010,6.8,8,624,30.3,30.81
2017-01-26 08:40:00,55,1010,6.7,8,651,30.2,31.3
2017-01-26 08:50:00,37,1010,6.2,8,688,30.2,31.4
2017-01-26 09:00:00,46,1009.9,6.4,8,728,30.1,32.54
2017-01-26 09:10:00,46,1010,5.2,7,755,30.1,32.88
2017-01-26 09:20:00,44,1010,4.9,8,772,30.1,33.05
2017-01-26 09:30:00,56,1010,4.5,7,815,30,33.9
2017-01-26 09:40:00,46,1010,3.2,9,850,30,34.76
2017-01-26 09:50:00,24,1010,2,10,875,30,35.27
2017-01-26 10:00:00,31,1010,2,9,905,30,36.03
2017-01-26 10:10:00,22,1009.9,1.3,10,917,30,36.37
2017-01-26 10:20:00,27,1009.9,0.8,11,936,30.1,36.87
2017-01-26 10:30:00,18,1009.9,0.9,10,968,30.1,36.82
2017-01-26 10:40:00,27,1009.9,0.9,10,977,30.1,37.05
2017-01-26 10:50:00,26,1009.7,0.7,10,994,30.2,37.42
2017-01-26 11:00:00,18,1009.7,0.7,9,999,30.2,37.74
2017-01-26 11:10:00,34,1009.6,0,8,1018,30.3,38.01
2017-01-26 11:20:00,49,1009.4,0.6,8,1011,30.3,38.63
2017-01-26 11:30:00,41,1009.3,0,6,971,30.4,39
2017-01-26 11:40:00,42,1009.1,0,7,990,30.5,39.27
2017-01-26 11:50:00,12,1009,0,7,971,30.6,39.09
2017-01-26 12:00:00,8,1008.8,0,8,1010,30.7,39.74
2017-01-26 12:10:00,19,1008.7,0,8,1039,30.8,39.86
2017-01-26 12:20:00,34,1008.6,0,8,1010,30.9,39.75
2017-01-26 12:30:00,51,1008.4,0,6,1014,31,40.2
2017-01-26 12:40:00,27,1008.3,0,5,1032,31.2,40.72
2017-01-26 12:50:00,62,1008.2,0,7,1028,31.3,40.12
2017-01-26 13:00:00,56,1008.1,0,5,995,31.4,40.55
2017-01-26 13:10:00,47,1008,0,6,967,31.5,40.98
2017-01-26 13:20:00,20,1007.9,0,5,979,31.7,40.95
2017-01-26 13:30:00,60,1007.7,0,5,970,31.8,40.61
2017-01-26 13:40:00,1,1007.5,0,5,972,32,40.94
2017-01-26 13:50:00,57,1007.3,0,5,973,32.1,41
2017-01-26 14:00:00,175,1007,0,5,947,32.3,41.51
2017-01-26 14:10:00,358,1006.9,0,4,959,32.4,42.09
2017-01-26 14:20:00,309,1006.8,0,5,937,32.6,42.45
2017-01-26 14:30:00,297,1006.7,0,6,906,32.8,42.43
2017-01-26 14:40:00,269,1006.6,0,7,873,32.9,42.09
2017-01-26 14:50:00,249,1006.5,0,7,842,33.1,40.96
2017-01-26 15:00:00,257,1006.3,0,7,854,33.2,41.23
2017-01-26 15:10:00,266,1006.1,0,7,826,33.4,41.42
2017-01-26 15:20:00,262,1005.9,0,7,816,33.6,41.56
2017-01-26 15:30:00,329,1005.7,0,6,799,33.8,40.44
2017-01-26 15:40:00,261,1005.6,0,7,742,33.9,40.85
2017-01-26 15:50:00,266,1005.5,0,7,705,34.1,40.04
2017-01-26 16:00:00,256,1005.3,0,8,680,34.2,40.18
2017-01-26 16:10:00,251,1005.1,0,6,642,34.4,40.38
2017-01-26 16:20:00,308,1005,0,7,608,34.6,39.16
2017-01-26 16:30:00,247,1004.8,0.4,7,589,34.7,39.5
2017-01-26 16:40:00,263,1004.7,0,9,562,34.9,39.2
2017-01-26 16:50:00,240,1004.6,1.2,6,536,35,38.07
2017-01-26 17:00:00,70,1004.5,5,6,485,35.2,37.04
2017-01-26 17:10:00,263,1004.4,6.3,7,458,35.3,36.25
2017-01-26 17:20:00,3,1004.4,6.5,6,426,35.5,35.27
2017-01-26 17:30:00,254,1004.3,7.5,8,390,35.6,35.31
2017-01-26 17:40:00,237,1004.3,10.9,7,346,35.7,32.68
2017-01-26 17:50:00,231,1004.3,13.9,5,315,35.8,32.66
2017-01-26 18:00:00,84,1004.3,13.2,5,271,35.9,31.4
2017-01-26 18:10:00,90,1004.4,12,6,242,36.1,31.2
2017-01-26 18:20:00,33,1004.4,10.5,5,194,36.2,31.34
2017-01-26 18:30:00,246,1004.4,9.5,6,154,36.3,31.23
2017-01-26 18:40:00,328,1004.5,9.8,7,95,36.4,30.93
2017-01-26 18:50:00,221,1004.6,12,5,46,36.4,30.66
2017-01-26 19:00:00,199,1004.8,9.4,6,32,36.5,30.66
2017-01-26 19:10:00,213,1004.8,9.5,5,42,36.6,30.15
2017-01-26 19:20:00,154,1004.8,9.6,5,22,36.6,29.74
2017-01-26 19:30:00,20,1004.9,9.3,4,22,36.7,29.39
2017-01-26 19:40:00,213,1004.9,9.3,4,22,36.7,29.13
2017-01-26 19:50:00,218,1005,10,3,7,36.7,28.77
2017-01-26 20:00:00,78,1005.1,10.4,3,15,36.7,28.49
2017-01-26 20:10:00,195,1005.1,11.4,4,14,36.7,28.07
2017-01-26 20:20:00,204,1005.1,12.5,3,22,36.7,27.83
2017-01-26 20:30:00,202,1005.2,13.5,3,23,36.7,27.44
2017-01-26 20:40:00,194,1005.2,14.6,4,20,36.7,27.1
2017-01-26 20:50:00,198,1005.3,14.5,3,24,36.7,27.28
2017-01-26 21:00:00,206,1005.4,15.1,3,16,36.7,26.87
2017-01-26 21:10:00,182,1005.4,15.4,4,27,36.6,26.64
2017-01-26 21:20:00,193,1005.4,15.4,3,27,36.6,26.33
2017-01-26 21:30:00,196,1005.4,15.9,3,15,36.6,26.01
2017-01-26 21:40:00,186,1005.4,15.7,3,18,36.5,25.75
2017-01-26 21:50:00,165,1005.5,13.7,3,22,36.5,26.11
2017-01-26 22:00:00,173,1005.5,15,3,26,36.4,25.62
2017-01-26 22:10:00,171,1005.5,15.8,3,12,36.3,25.23
2017-01-26 22:20:00,163,1005.5,15.2,3,18,36.3,25.19
2017-01-26 22:30:00,161,1005.5,16.4,0,14,36.2,24.86
2017-01-26 22:40:00,161,1005.4,18.6,0,18,36.2,24.73
2017-01-26 22:50:00,161,1005.4,20.1,0,11,36.1,24.7
2017-01-26 23:00:00,161,1005.4,20.9,0,11,36,24.61
2017-01-26 23:10:00,194,1005.4,23.2,1,22,35.9,24.53
2017-01-26 23:20:00,246,1005.5,23.6,4,23,35.8,24.43
2017-01-26 23:30:00,252,1005.6,24.6,3,12,35.7,24.39
2017-01-26 23:40:00,262,1005.7,24,4,27,35.7,24.51
2017-01-26 23:50:00,239,1005.7,51.4,4,23,35.6,24.53
2017-01-27 00:00:00,246,1005.8,62.3,5,7,35.5,24.12
2017-01-27 00:10:00,232,1005.8,66.9,3,10,35.4,23.76
2017-01-27 00:20:00,243,1005.8,69.4,4,27,35.3,23.48
2017-01-27 00:30:00,252,1005.7,69.6,4,9,35.2,23.4
2017-01-27 00:40:00,229,1005.4,72.7,3,25,35.2,23.11
2017-01-27 00:50:00,202,1005.2,73.4,4,21,35.1,23.15
2017-01-27 01:00:00,190,1005,73.1,1,20,35,23.2
2017-01-27 01:10:00,202,1004.8,73,0,20,34.9,23.1
2017-01-27 01:20:00,281,1004.8,73.2,3,21,34.8,22.96
2017-01-27 01:30:00,305,1004.7,73.7,1,18,34.7,22.76
2017-01-27 01:40:00,309,1004.3,76.4,0,21,34.7,22.99
2017-01-27 01:50:00,332,1004.4,75.6,0,22,34.6,22.95
2017-01-27 02:00:00,305,1004.6,75.4,3,21,34.5,22.77
2017-01-27 02:10:00,247,1004.7,76.8,4,28,34.4,22.64
2017-01-27 02:20:00,216,1004.6,81.4,4,18,34.4,22.54
2017-01-27 02:30:00,259,1004.9,83.7,6,7,34.2,22.66
2017-01-27 02:40:00,240,1004.9,86.2,6,14,34.2,22.54
2017-01-27 02:50:00,231,1004.8,86.4,6,20,34.1,22.31
2017-01-27 03:00:00,222,1004.7,86.4,4,18,34,22.23
2017-01-27 03:10:00,225,1004.7,86.2,4,25,34,22.13
2017-01-27 03:20:00,239,1004.8,85.9,4,15,33.9,22.01
2017-01-27 03:30:00,188,1004.7,85.5,3,23,33.8,21.87
2017-01-27 03:40:00,189,1004.7,86.4,1,17,33.7,21.66
2017-01-27 03:50:00,190,1004.7,86.5,1,6,33.7,21.47
2017-01-27 04:00:00,218,1004.8,87.6,2,14,33.6,21.38
2017-01-27 04:10:00,239,1004.8,89.8,3,12,33.5,21.31
2017-01-27 04:20:00,225,1004.8,90.9,3,20,33.4,21.21
2017-01-27 04:30:00,231,1005,91.6,3,21,33.3,21.05
2017-01-27 04:40:00,238,1005.2,92.5,2,13,33.3,20.96
2017-01-27 04:50:00,241,1005.2,92.5,2,24,33.2,20.71
2017-01-27 05:00:00,198,1005.2,92.8,3,25,33.1,20.54
2017-01-27 05:10:00,159,1005.1,94.1,4,28,33.1,20.74
2017-01-27 05:20:00,185,1005.3,93.4,3,14,33,20.49
2017-01-27 05:30:00,164,1005.3,94,4,25,32.9,20.52
2017-01-27 05:40:00,163,1005.3,93,4,8,32.8,20.41
2017-01-27 05:50:00,163,1005.4,90.7,3,18,32.8,20.4
2017-01-27 06:00:00,171,1005.5,88.7,3,32,32.7,20.18
2017-01-27 06:10:00,186,1005.7,87.7,2,46,32.6,20.08
2017-01-27 06:20:00,203,1005.9,86.4,2,69,32.5,20.34
2017-01-27 06:30:00,200,1006.1,84.9,3,127,32.5,20.56
2017-01-27 06:40:00,210,1006.2,80.5,3,183,32.4,21.08
2017-01-27 06:50:00,196,1006.4,74.8,4,211,32.3,21.56
2017-01-27 07:00:00,188,1006.5,71.6,3,254,32.2,21.88
2017-01-27 07:10:00,189,1006.5,69.2,3,275,32.2,22.37
2017-01-27 07:20:00,171,1006.5,61.4,4,339,32.1,23.05
2017-01-27 07:30:00,168,1006.5,53.9,4,356,32,23.72
2017-01-27 07:40:00,148,1006.6,45.9,5,410,31.9,24.48
2017-01-27 07:50:00,143,1006.6,44.3,5,442,31.9,24.67
2017-01-27 08:00:00,138,1006.7,40.5,4,483,31.8,25.5
2017-01-27 08:10:00,170,1006.9,38.3,4,529,31.7,26.01
2017-01-27 08:20:00,171,1007,35.1,4,573,31.7,26.43
2017-01-27 08:30:00,183,1007.1,35.2,4,600,31.6,26.71
2017-01-27 08:40:00,211,1007.1,34.8,4,641,31.5,27.21
2017-01-27 08:50:00,230,1007.1,31.9,4,784,31.5,27.65
2017-01-27 09:00:00,194,1007,29.5,4,780,31.4,28.88
2017-01-27 09:10:00,206,1007.2,29.9,4,427,31.4,27.84
2017-01-27 09:20:00,189,1007.1,25.9,4,886,31.3,28.84
2017-01-27 09:30:00,187,1007,24.9,5,978,31.3,29.18
2017-01-27 09:40:00,186,1006.9,23.3,5,402,31.3,29.9
2017-01-27 09:50:00,280,1007,26.9,5,440,31.3,29.26
2017-01-27 10:00:00,217,1007.1,27.4,5,947,31.2,29.28
2017-01-27 10:10:00,212,1007.2,28.4,5,1073,31.2,29.64
2017-01-27 10:20:00,208,1007.2,24.9,5,993,31.2,29.68
2017-01-27 10:30:00,206,1007.2,24.1,5,951,31.2,30.85
2017-01-27 10:40:00,230,1007.1,28.7,6,952,31.3,30.57
2017-01-27 10:50:00,237,1007.1,27.8,6,963,31.3,30.35
2017-01-27 11:00:00,238,1007,32,7,980,31.3,30.21
2017-01-27 11:10:00,241,1006.9,32.3,7,997,31.4,30.48
2017-01-27 11:20:00,242,1006.8,31,6,1000,31.4,29.93
2017-01-27 11:30:00,239,1006.6,32.1,7,1010,31.5,30.07
2017-01-27 11:40:00,235,1006.5,33.3,8,1026,31.5,29.99
2017-01-27 11:50:00,71,1006.3,33.4,7,1032,31.6,29.36
2017-01-27 12:00:00,239,1006.2,33.2,8,1045,31.7,30.89
2017-01-27 12:10:00,263,1006,32.8,7,1050,31.7,29.69
2017-01-27 12:20:00,242,1005.9,32.9,9,1049,31.8,30.46
2017-01-27 12:30:00,245,1005.9,34,9,1057,31.9,29.84
2017-01-27 12:40:00,238,1005.7,33.7,8,1052,32.1,30.34
2017-01-27 12:50:00,199,1005.6,32.3,8,1059,32.2,30.75
2017-01-27 13:00:00,341,1005.5,32.2,7,1048,32.3,30.1
2017-01-27 13:10:00,238,1005.5,32.9,7,1057,32.4,31.11
2017-01-27 13:20:00,0,1005.4,30.4,8,1027,32.5,31.66
2017-01-27 13:30:00,233,1005.3,31,8,1007,32.6,30.59
2017-01-27 13:40:00,107,1005.2,31.3,7,999,32.8,30.78
2017-01-27 13:50:00,241,1005.1,32.1,9,986,32.9,30.41
2017-01-27 14:00:00,231,1005.1,34.5,8,970,33,29.47
2017-01-27 14:10:00,227,1005,32,8,960,33.2,30.31
2017-01-27 14:20:00,240,1004.9,32.8,9,958,33.3,30.1
2017-01-27 14:30:00,57,1004.8,33.4,8,926,33.4,30.45
2017-01-27 14:40:00,237,1004.7,34.6,8,911,33.6,29.78
2017-01-27 14:50:00,228,1004.6,34.4,7,897,33.7,29.12
2017-01-27 15:00:00,257,1004.5,34.9,7,869,33.9,28.86
2017-01-27 15:10:00,24,1004.3,33.8,9,854,34,29.81
2017-01-27 15:20:00,229,1004.2,34.1,8,830,34.2,30.19
2017-01-27 15:30:00,338,1004,33.7,7,794,34.3,29.52
2017-01-27 15:40:00,133,1004,33.1,7,759,34.4,29.31
2017-01-27 15:50:00,234,1003.9,33.3,7,737,34.6,29.73
2017-01-27 16:00:00,125,1003.8,33.7,8,679,34.7,29.24
2017-01-27 16:10:00,237,1003.8,34.5,8,645,34.8,29.42
2017-01-27 16:20:00,322,1003.7,35.5,7,613,35,29.49
2017-01-27 16:30:00,278,1003.6,35.5,7,588,35.1,29.66
2017-01-27 16:40:00,198,1003.5,35.9,7,551,35.2,28.79
2017-01-27 16:50:00,161,1003.5,35.9,7,526,35.3,28.86
2017-01-27 17:00:00,135,1003.5,36.2,6,489,35.4,28.96
2017-01-27 17:10:00,234,1003.5,36.4,7,451,35.5,28.55
2017-01-27 17:20:00,70,1003.6,37.1,7,427,35.6,28.34
2017-01-27 17:30:00,231,1003.6,38,7,385,35.7,28.19
2017-01-27 17:40:00,120,1003.6,38.3,7,348,35.8,27.74
2017-01-27 17:50:00,232,1003.7,39.9,6,307,35.9,27.81
2017-01-27 18:00:00,231,1003.8,40.2,6,281,36,27.33
2017-01-27 18:10:00,228,1003.8,40.4,6,229,36.1,27.3
2017-01-27 18:20:00,93,1003.8,39.6,5,176,36.1,27.32
2017-01-27 18:30:00,220,1003.8,37.3,5,140,36.1,27.27
2017-01-27 18:40:00,249,1003.9,37.5,5,74,36.2,27.11
2017-01-27 18:50:00,218,1003.9,37.5,6,53,36.3,26.8
2017-01-27 19:00:00,256,1003.9,38.8,6,36,36.3,26.53
2017-01-27 19:10:00,218,1003.9,39.4,5,42,36.3,26.25
2017-01-27 19:20:00,216,1003.9,40.9,5,31,36.4,26.03
2017-01-27 19:30:00,201,1003.9,42.1,5,26,36.4,25.82
2017-01-27 19:40:00,212,1003.9,43.5,5,19,36.4,25.69
2017-01-27 19:50:00,211,1003.9,45.5,5,19,36.4,25.46
2017-01-27 20:00:00,212,1004,47.2,4,13,36.4,25.31
2017-01-27 20:10:00,206,1004.1,49,4,20,36.4,25.07
2017-01-27 20:20:00,216,1004.2,50.3,4,16,36.4,24.92
2017-01-27 20:30:00,318,1004.3,51.3,3,19,36.4,24.8
2017-01-27 20:40:00,188,1004.3,52.5,3,13,36.4,24.59
2017-01-27 20:50:00,201,1004.4,53.6,3,21,36.3,24.43
2017-01-27 21:00:00,208,1004.5,54.1,3,16,36.3,24.14
2017-01-27 21:10:00,205,1004.6,55.3,3,20,36.3,23.95
2017-01-27 21:20:00,206,1004.6,56.2,3,28,36.2,23.91
2017-01-27 21:30:00,208,1004.7,56.8,3,6,36.2,23.98
2017-01-27 21:40:00,203,1004.8,56.7,4,28,36.1,23.93
2017-01-27 21:50:00,201,1004.9,56.3,4,23,36.1,23.95
2017-01-27 22:00:00,206,1005,56.5,4,19,36,23.92
2017-01-27 22:10:00,207,1005.1,56.1,3,27,35.9,23.85
2017-01-27 22:20:00,202,1005.1,55.1,4,11,35.9,23.8
2017-01-27 22:30:00,196,1005.1,54.4,3,26,35.8,23.62
2017-01-27 22:40:00,200,1005.2,54.4,3,16,35.7,23.38
2017-01-27 22:50:00,185,1005.2,53.5,3,20,35.7,23.22
2017-01-27 23:00:00,172,1005.2,52.3,4,23,35.6,23.15
2017-01-27 23:10:00,147,1005.2,39.2,3,19,35.5,24.35
2017-01-27 23:20:00,129,1005.2,30.9,4,3,35.4,26.15
2017-01-27 23:30:00,120,1005.1,22.9,7,19,35.3,27.88
2017-01-27 23:40:00,119,1005.2,21.3,6,19,35.2,28.06
2017-01-27 23:50:00,115,1005.3,21.4,7,23,35.2,28.25
2017-01-28 00:00:00,106,1005.3,22.7,8,24,35.1,28.12
2017-01-28 00:10:00,110,1005.3,25.3,10,15,35,27.85
2017-01-28 00:20:00,111,1005.3,26.8,9,15,34.9,27.38
2017-01-28 00:30:00,107,1005.3,28.1,7,11,34.8,26.94
2017-01-28 00:40:00,103,1005.4,29.5,7,10,34.8,26.49
2017-01-28 00:50:00,106,1005.4,30.9,9,16,34.7,25.91
2017-01-28 01:00:00,110,1005.4,32.2,11,14,34.6,25.54
2017-01-28 01:10:00,109,1005.5,33.5,9,11,34.5,25.11
2017-01-28 01:20:00,107,1005.5,34.3,9,22,34.4,24.78
2017-01-28 01:30:00,107,1005.5,35.9,10,32,34.3,24.37
2017-01-28 01:40:00,110,1005.4,37.4,12,12,34.2,23.9
2017-01-28 01:50:00,110,1005.4,38.8,10,17,34.2,23.55
2017-01-28 02:00:00,110,1005.4,39.9,9,21,34.1,23.24
2017-01-28 02:10:00,112,1005.4,40.9,10,12,34,23
2017-01-28 02:20:00,112,1005.5,41.6,8,19,33.9,22.73
2017-01-28 02:30:00,119,1005.5,41.4,8,16,33.8,22.55
2017-01-28 02:40:00,115,1005.5,38,8,18,33.8,22.37
2017-01-28 02:50:00,113,1005.4,36.9,10,9,33.7,22.3
2017-01-28 03:00:00,115,1005.6,36.6,8,23,33.6,22.15
2017-01-28 03:10:00,116,1005.6,36,8,16,33.5,21.93
2017-01-28 03:20:00,112,1005.7,35.8,8,23,33.4,21.76
2017-01-28 03:30:00,120,1005.5,35.4,7,28,33.4,21.69
2017-01-28 03:40:00,123,1005.5,36.8,7,17,33.3,21.47
2017-01-28 03:50:00,120,1005.5,38.3,7,16,33.2,21.28
2017-01-28 04:00:00,112,1005.5,39.7,7,19,33.2,21.1
2017-01-28 04:10:00,112,1005.6,41.1,6,11,33.1,20.89
2017-01-28 04:20:00,112,1005.4,42.2,7,11,33,20.81
2017-01-28 04:30:00,120,1005.5,43,6,24,32.9,20.7
2017-01-28 04:40:00,120,1005.7,44,5,17,32.9,20.51
2017-01-28 04:50:00,109,1005.9,44.7,4,17,32.8,20.32
2017-01-28 05:00:00,118,1005.7,46,5,19,32.7,20.15
2017-01-28 05:10:00,112,1005.7,46.2,5,21,32.6,20.22
2017-01-28 05:20:00,112,1005.7,46.5,4,8,32.5,20.1
2017-01-28 05:30:00,130,1005.5,47.2,4,27,32.5,19.9
2017-01-28 05:40:00,118,1005.4,47.1,4,30,32.4,19.93
2017-01-28 05:50:00,123,1005.4,47.9,4,22,32.3,19.94
2017-01-28 06:00:00,127,1005.4,49,4,32,32.2,19.87
2017-01-28 06:10:00,121,1005.4,49.8,5,48,32.2,19.94
2017-01-28 06:20:00,106,1005.4,49.4,5,80,32.1,20.1
2017-01-28 06:30:00,104,1005.5,47.7,6,94,32,20.54
2017-01-28 06:40:00,103,1005.5,46.1,5,99,31.9,20.96
2017-01-28 06:50:00,117,1005.5,44.6,5,271,31.9,21.17
2017-01-28 07:00:00,117,1005.5,42,5,123,31.8,21.56
2017-01-28 07:10:00,99,1005.5,40.7,5,333,31.7,22.15
2017-01-28 07:20:00,103,1005.5,39,5,281,31.6,22.57
2017-01-28 07:30:00,136,1005.6,36.2,4,144,31.6,23.02
2017-01-28 07:40:00,172,1005.5,37.3,4,147,31.5,22.73
2017-01-28 07:50:00,172,1005.6,39,3,533,31.4,22.91
2017-01-28 08:00:00,168,1005.4,36.7,4,575,31.3,23.68
2017-01-28 08:10:00,123,1005.5,30.6,5,602,31.3,25.31
2017-01-28 08:20:00,307,1005.6,27.9,8,496,31.2,26.33
2017-01-28 08:30:00,94,1005.6,27.5,9,679,31.2,26.35
2017-01-28 08:40:00,106,1005.6,27.3,7,694,31.1,26.12
2017-01-28 08:50:00,95,1005.6,25.3,7,731,31,27.2
2017-01-28 09:00:00,81,1005.7,24.8,8,763,31,27.56
2017-01-28 09:10:00,91,1005.7,24.4,8,766,30.9,28.01
2017-01-28 09:20:00,94,1005.7,24,6,772,30.9,28.55
2017-01-28 09:30:00,82,1005.8,22.6,8,799,30.8,28.96
2017-01-28 09:40:00,82,1005.8,22.3,8,873,30.8,29.4
2017-01-28 09:50:00,88,1005.7,21.5,9,786,30.8,29.79
2017-01-28 10:00:00,100,1005.6,23.7,7,173,30.8,28.68
2017-01-28 10:10:00,83,1005.4,22.8,6,938,30.7,30.44
2017-01-28 10:20:00,80,1005.4,21,7,905,30.7,30.38
2017-01-28 10:30:00,90,1005.3,20.4,7,939,30.7,31.45
2017-01-28 10:40:00,90,1005.3,19.5,7,1019,30.7,31.3
2017-01-28 10:50:00,78,1005.2,19.1,6,735,30.8,32.17
2017-01-28 11:00:00,69,1005.1,18.8,6,1065,30.8,32.15
2017-01-28 11:10:00,58,1004.9,18.1,6,1031,30.8,33.19
2017-01-28 11:20:00,65,1004.8,17.7,7,1097,30.9,33.36
2017-01-28 11:30:00,60,1004.7,16.3,6,1009,30.9,34.43
2017-01-28 11:40:00,58,1004.6,16,6,991,31,34.49
2017-01-28 11:50:00,74,1004.4,15.5,5,1000,31,34.8
2017-01-28 12:00:00,73,1004.2,15.2,6,1014,31.1,34.63
