"Zaman","RuzgarYonu","HavaBasinci","BagilNem","RuzgarHizi","SolarRadyasyon","ToprakSicakligi","HavaSicakligi"
2017-01-07 12:50:00,236,1007.3,38.6,9,1094,27.6,23.83
2017-01-07 13:00:00,218,1007.4,38,8,1088,27.7,22.66
2017-01-07 13:10:00,67,1007.2,40.4,8,1080,27.9,23.3
2017-01-07 13:20:00,229,1007.1,39.2,9,1078,28,22.21
2017-01-07 13:30:00,224,1007,40.8,8,1056,28.2,23.3
2017-01-07 13:40:00,225,1007,41.1,8,1045,28.3,22.54
2017-01-07 13:50:00,158,1006.8,38,8,1039,28.5,23.71
2017-01-07 14:00:00,37,1006.8,40.7,8,1015,28.6,23.17
2017-01-07 14:10:00,77,1006.7,41.2,10,1010,28.8,22.98
2017-01-07 14:20:00,227,1006.6,42.7,9,987,28.9,22.58
2017-01-07 14:30:00,16,1006.5,42,8,971,29.1,22.69
2017-01-07 14:40:00,219,1006.5,41.4,8,946,29.2,22.7
2017-01-07 14:50:00,220,1006.4,42.1,8,923,29.4,22.47
2017-01-07 15:00:00,221,1006.4,42,8,897,29.5,22.8
2017-01-07 15:10:00,223,1006.4,43.5,8,862,29.7,22.72
2017-01-07 15:20:00,226,1006.3,43.4,8,843,29.8,23.1
2017-01-07 15:30:00,298,1006.3,42.8,8,817,30,22.42
2017-01-07 15:40:00,225,1006.2,44.4,9,765,30.1,22.97
2017-01-07 15:50:00,224,1006.1,45.2,8,737,30.3,22.23
2017-01-07 16:00:00,220,1006,46.1,8,714,30.4,22.51
2017-01-07 16:10:00,219,1005.9,46.1,8,656,30.5,22.03
2017-01-07 16:20:00,193,1005.8,47,8,630,30.7,22.03
2017-01-07 16:30:00,154,1005.7,48.1,7,593,30.8,22.08
2017-01-07 16:40:00,227,1005.7,48.5,7,565,30.9,22.19
2017-01-07 16:50:00,224,1005.7,49.1,8,540,31,22.15
2017-01-07 17:00:00,223,1005.7,48.8,8,512,31.2,22.48
2017-01-07 17:10:00,207,1005.7,47.4,6,484,31.3,22.53
2017-01-07 17:20:00,213,1005.6,46,6,451,31.4,22.89
2017-01-07 17:30:00,207,1005.7,48.4,7,409,31.5,22.37
2017-01-07 17:40:00,202,1005.7,50.7,7,359,31.6,21.9
2017-01-07 17:50:00,213,1005.8,52,6,322,31.6,21.76
2017-01-07 18:00:00,207,1005.9,51.1,6,289,31.7,22.01
2017-01-07 18:10:00,213,1006,53.2,7,259,31.8,21.21
2017-01-07 18:20:00,211,1006.2,55.7,7,202,31.9,20.92
2017-01-07 18:30:00,212,1006.2,58,7,164,32,20.55
2017-01-07 18:40:00,207,1006.5,59.6,6,106,32,20.63
2017-01-07 18:50:00,209,1006.4,60.2,6,81,32.1,20.41
2017-01-07 19:00:00,203,1006.5,61,6,58,32.1,20.19
2017-01-07 19:10:00,207,1006.6,63.5,6,45,32.1,19.85
2017-01-07 19:20:00,206,1006.7,64.3,6,31,32.2,19.67
2017-01-07 19:30:00,212,1006.8,65.3,5,26,32.2,19.49
2017-01-07 19:40:00,207,1006.8,66.4,6,20,32.2,19.35
2017-01-07 19:50:00,201,1006.8,67.4,6,21,32.2,19.21
2017-01-07 20:00:00,198,1006.7,68,5,17,32.2,19.12
2017-01-07 20:10:00,201,1006.7,68.9,5,25,32.2,19.02
2017-01-07 20:20:00,201,1006.7,69.2,5,15,32.2,18.88
2017-01-07 20:30:00,201,1006.8,69.9,4,11,32.2,18.83
2017-01-07 20:40:00,198,1006.7,70.6,4,23,32.1,18.65
2017-01-07 20:50:00,196,1006.7,71.3,4,22,32.1,18.49
2017-01-07 21:00:00,194,1006.7,72.2,4,6,32.1,18.39
2017-01-07 21:10:00,192,1006.8,72.4,4,17,32,18.32
2017-01-07 21:20:00,190,1006.8,72.7,4,22,32,18.17
2017-01-07 21:30:00,190,1006.7,72.1,5,14,31.9,18.3
2017-01-07 21:40:00,193,1006.7,71.5,5,16,31.9,18.16
2017-01-07 21:50:00,191,1006.7,71.8,4,16,31.8,18.08
2017-01-07 22:00:00,180,1006.7,72.1,4,25,31.8,17.94
2017-01-07 22:10:00,197,1006.8,72.7,4,20,31.7,17.97
2017-01-07 22:20:00,195,1006.8,72.9,4,32,31.6,17.94
2017-01-07 22:30:00,189,1006.8,73.1,4,15,31.6,17.76
2017-01-07 22:40:00,186,1006.9,73.8,4,14,31.5,17.63
2017-01-07 22:50:00,190,1006.9,74.6,4,24,31.4,17.39
2017-01-07 23:00:00,191,1006.9,75.6,4,17,31.4,17.28
2017-01-07 23:10:00,200,1006.9,76.6,3,24,31.3,17.29
2017-01-07 23:20:00,188,1006.9,76.9,3,23,31.2,17.19
2017-01-07 23:30:00,194,1006.8,76.7,4,22,31.1,17.27
2017-01-07 23:40:00,187,1006.7,76,4,17,31,17.18
2017-01-07 23:50:00,190,1006.7,75.1,5,23,31,17.16
2017-01-08 00:00:00,184,1006.8,73.8,5,14,30.9,17.02
2017-01-08 00:10:00,190,1006.8,73.6,4,19,30.8,16.85
2017-01-08 00:20:00,198,1006.7,73.9,4,14,30.7,16.79
2017-01-08 00:30:00,204,1006.6,73.6,4,11,30.6,16.74
2017-01-08 00:40:00,195,1006.5,72.9,4,18,30.6,16.68
2017-01-08 00:50:00,193,1006.4,72.7,5,17,30.5,16.56
2017-01-08 01:00:00,193,1006.3,71.4,5,22,30.4,16.58
2017-01-08 01:10:00,192,1006.2,70.7,5,14,30.3,16.49
2017-01-08 01:20:00,191,1006.1,70.4,5,15,30.2,16.34
2017-01-08 01:30:00,190,1006,70.3,5,19,30.2,16.2
2017-01-08 01:40:00,194,1006,70.4,5,10,30.1,16.22
2017-01-08 01:50:00,195,1005.9,70.7,4,19,30,16.05
2017-01-08 02:00:00,200,1005.8,70.5,4,29,29.9,15.96
2017-01-08 02:10:00,202,1005.7,70.7,4,18,29.8,15.81
2017-01-08 02:20:00,196,1005.7,70.8,4,23,29.7,15.73
2017-01-08 02:30:00,206,1005.7,71,4,22,29.6,15.59
2017-01-08 02:40:00,206,1005.6,71.2,3,8,29.6,15.36
2017-01-08 02:50:00,210,1005.5,71.8,3,9,29.5,15.02
2017-01-08 03:00:00,201,1005.5,74.1,1,17,29.4,14.77
2017-01-08 03:10:00,197,1005.5,74.8,0,22,29.3,14.47
2017-01-08 03:20:00,196,1005.5,75.6,1,16,29.2,14.41
2017-01-08 03:30:00,196,1005.6,76.2,3,22,29.2,14.24
2017-01-08 03:40:00,194,1005.6,76.8,4,17,29.1,14.07
2017-01-08 03:50:00,187,1005.7,77.3,4,9,29,13.99
2017-01-08 04:00:00,188,1005.8,77.6,4,15,28.9,14
2017-01-08 04:10:00,153,1005.9,77.3,4,27,28.8,14.34
2017-01-08 04:20:00,153,1006,76.9,3,18,28.8,14.08
2017-01-08 04:30:00,160,1006.1,77.3,4,21,28.7,13.83
2017-01-08 04:40:00,170,1006.3,77.9,4,16,28.6,13.76
2017-01-08 04:50:00,160,1006.4,78.9,5,15,28.5,14.32
2017-01-08 05:00:00,153,1006.6,73.9,5,22,28.4,16.35
2017-01-08 05:10:00,155,1006.7,68.1,5,24,28.4,16.59
2017-01-08 05:20:00,150,1006.8,67.6,5,15,28.3,16.7
2017-01-08 05:30:00,136,1007,65.7,5,18,28.2,17.29
2017-01-08 05:40:00,164,1007.1,65.3,4,27,28.1,16.12
2017-01-08 05:50:00,183,1007.3,67.8,4,34,28,15.27
2017-01-08 06:00:00,158,1007.3,69.8,4,70,27.9,16.02
2017-01-08 06:10:00,124,1007.4,65.1,6,88,27.9,17.71
2017-01-08 06:20:00,128,1007.6,61.9,6,156,27.8,18.18
2017-01-08 06:30:00,121,1007.7,60.6,6,210,27.7,18.33
2017-01-08 06:40:00,132,1007.9,59.2,6,246,27.6,18.58
2017-01-08 06:50:00,135,1008,57.8,6,286,27.6,18.84
2017-01-08 07:00:00,130,1008,56.5,6,315,27.5,19
2017-01-08 07:10:00,122,1008.1,53.8,7,367,27.4,19.34
2017-01-08 07:20:00,120,1008.3,51.9,6,394,27.4,20.04
2017-01-08 07:30:00,125,1008.3,45.4,7,437,27.3,20.04
2017-01-08 07:40:00,116,1008.4,45.3,7,482,27.2,20.53
2017-01-08 07:50:00,112,1008.4,44.5,7,521,27.2,20.92
2017-01-08 08:00:00,117,1008.6,41.4,6,558,27.1,21.72
2017-01-08 08:10:00,125,1008.7,40.2,7,601,27,21.87
2017-01-08 08:20:00,116,1008.8,38.9,7,630,27,22.04
2017-01-08 08:30:00,114,1008.9,37.1,6,680,26.9,23
2017-01-08 08:40:00,116,1008.9,35.9,6,707,26.9,23.32
2017-01-08 08:50:00,131,1008.8,34.2,5,738,26.8,23.65
2017-01-08 09:00:00,114,1008.7,33.1,6,780,26.8,24.29
2017-01-08 09:10:00,129,1008.7,31.3,5,822,26.8,24.51
2017-01-08 09:20:00,115,1008.5,30.6,5,858,26.7,24.88
2017-01-08 09:30:00,123,1008.5,28.6,5,876,26.7,25.43
2017-01-08 09:40:00,119,1008.4,27.9,6,901,26.7,26.01
2017-01-08 09:50:00,148,1008.3,25.9,5,927,26.7,26.71
2017-01-08 10:00:00,144,1008.1,25.2,5,963,26.7,26.92
2017-01-08 10:10:00,135,1008,24.7,5,980,26.7,27.9
2017-01-08 10:20:00,143,1007.9,25.2,4,995,26.8,28.11
2017-01-08 10:30:00,197,1007.8,24.9,5,1022,26.8,28.49
2017-01-08 10:40:00,198,1007.7,22.9,5,1029,26.8,28.82
2017-01-08 10:50:00,212,1007.6,21.2,4,1048,26.9,29.16
2017-01-08 11:00:00,232,1007.6,20.2,5,1051,26.9,29
2017-01-08 11:10:00,205,1007.6,25.8,5,1046,27,28.09
2017-01-08 11:20:00,230,1007.5,27.3,6,1071,27.1,27.46
2017-01-08 11:30:00,234,1007.3,24.8,6,1073,27.2,29.16
2017-01-08 11:40:00,240,1007.3,27.8,7,1071,27.2,28.4
2017-01-08 11:50:00,241,1007.2,31.2,9,1079,27.3,27.63
2017-01-08 12:00:00,236,1007.2,32.3,7,1086,27.5,27.72
2017-01-08 12:10:00,229,1007.1,32.1,6,1097,27.6,28.13
2017-01-08 12:20:00,243,1007.1,31.9,9,1108,27.7,28.31
2017-01-08 12:30:00,238,1007,35,8,1087,27.8,27.55
2017-01-08 12:40:00,234,1007,37,9,1106,27.9,26.54
2017-01-08 12:50:00,236,1006.9,36,10,1096,28.1,26.03
2017-01-08 13:00:00,224,1006.9,34.2,7,1085,28.2,26.72
2017-01-08 13:10:00,142,1006.8,37.4,8,1072,28.4,25.79
2017-01-08 13:20:00,227,1006.7,36.1,8,1069,28.5,26.1
2017-01-08 13:30:00,228,1006.7,36.3,9,1051,28.7,26.21
2017-01-08 13:40:00,227,1006.7,36,8,1045,28.8,26.06
2017-01-08 13:50:00,220,1006.5,35.4,9,1056,29,25.99
2017-01-08 14:00:00,222,1006.5,36,7,1016,29.2,26.53
2017-01-08 14:10:00,221,1006.4,36.6,7,1005,29.3,27.2
2017-01-08 14:20:00,230,1006.3,35.5,8,972,29.5,26.47
2017-01-08 14:30:00,219,1006.3,36.3,7,963,29.7,26.07
2017-01-08 14:40:00,225,1006.1,36,8,949,29.8,27.17
2017-01-08 14:50:00,225,1006,34.2,7,925,30,26.95
2017-01-08 15:00:00,223,1005.9,33.3,7,900,30.1,27.24
2017-01-08 15:10:00,224,1005.8,32.2,8,865,30.3,26.77
2017-01-08 15:20:00,100,1005.8,33.8,7,840,30.5,26.45
2017-01-08 15:30:00,229,1005.7,36.1,8,803,30.6,26.41
2017-01-08 15:40:00,228,1005.7,36,7,769,30.8,26.48
2017-01-08 15:50:00,221,1005.7,37.5,7,736,30.9,26.26
2017-01-08 16:00:00,229,1005.6,38.8,7,675,31.1,26.2
2017-01-08 16:10:00,224,1005.5,38.7,7,653,31.2,26.08
2017-01-08 16:20:00,224,1005.4,38.3,7,628,31.4,26.02
2017-01-08 16:30:00,229,1005.4,39.1,7,589,31.5,25.75
2017-01-08 16:40:00,219,1005.4,38.7,7,555,31.6,25.74
2017-01-08 16:50:00,84,1005.4,40.5,7,539,31.8,26.02
2017-01-08 17:00:00,225,1005.4,40.5,7,528,31.9,25.35
2017-01-08 17:10:00,222,1005.4,42.2,6,497,32,25.38
2017-01-08 17:20:00,228,1005.4,42.4,7,436,32.1,24.96
2017-01-08 17:30:00,176,1005.5,44.8,7,406,32.2,24.54
2017-01-08 17:40:00,221,1005.5,46.5,6,371,32.3,24.46
2017-01-08 17:50:00,222,1005.6,48.7,7,325,32.4,23.9
2017-01-08 18:00:00,219,1005.6,52,7,305,32.5,23.35
2017-01-08 18:10:00,221,1005.7,53,6,251,32.6,23.52
2017-01-08 18:20:00,220,1005.8,52.6,6,222,32.7,23.29
2017-01-08 18:30:00,213,1005.9,51.6,6,162,32.8,23.22
2017-01-08 18:40:00,209,1005.9,51.4,5,121,32.8,23.12
2017-01-08 18:50:00,204,1006,50.5,6,88,32.9,23.03
2017-01-08 19:00:00,209,1006,51.3,6,47,32.9,22.81
2017-01-08 19:10:00,212,1006.1,52,6,40,33,22.63
2017-01-08 19:20:00,205,1006.2,54.7,5,35,33,22.32
2017-01-08 19:30:00,211,1006.2,57.3,5,32,33,22
2017-01-08 19:40:00,206,1006.4,59.1,6,9,33.1,21.81
2017-01-08 19:50:00,203,1006.6,61.2,5,29,33,21.55
2017-01-08 20:00:00,208,1006.7,62.1,5,21,33.1,21.42
2017-01-08 20:10:00,205,1006.9,62.9,5,9,33,21.22
2017-01-08 20:20:00,207,1007,63.6,5,25,33,21.15
2017-01-08 20:30:00,207,1007,64.4,4,23,33,21.05
2017-01-08 20:40:00,203,1007.1,64.7,4,10,33,20.94
2017-01-08 20:50:00,203,1007.1,64,4,15,33,20.89
2017-01-08 21:00:00,198,1007.2,63.5,4,24,32.9,20.77
2017-01-08 21:10:00,202,1007.2,63.5,4,10,32.9,20.55
2017-01-08 21:20:00,192,1007.3,63.8,4,16,32.9,20.45
2017-01-08 21:30:00,190,1007.3,64.4,3,15,32.8,20.16
2017-01-08 21:40:00,210,1007.2,65,3,16,32.7,20.11
2017-01-08 21:50:00,189,1007.2,64.8,4,19,32.7,19.92
2017-01-08 22:00:00,185,1007.2,65.6,3,19,32.6,19.84
2017-01-08 22:10:00,193,1007.2,66.1,3,8,32.6,19.55
2017-01-08 22:20:00,196,1007.3,66.6,4,13,32.5,19.66
2017-01-08 22:30:00,186,1007.2,65.8,5,5,32.4,19.69
2017-01-08 22:40:00,195,1007.1,63.9,5,15,32.4,19.88
2017-01-08 22:50:00,193,1007.1,62.4,6,21,32.3,19.99
2017-01-08 23:00:00,189,1007.1,61.8,6,25,32.2,19.99
2017-01-08 23:10:00,189,1007.1,61.5,6,27,32.1,19.82
2017-01-08 23:20:00,186,1007.1,60.7,6,7,32.1,19.82
2017-01-08 23:30:00,185,1007.1,59.9,6,32,32,19.78
2017-01-08 23:40:00,186,1007,60.1,6,14,31.9,19.54
2017-01-08 23:50:00,187,1007,60.9,6,17,31.8,19.36
2017-01-09 00:00:00,186,1006.9,61.4,5,14,31.7,19.1
2017-01-09 00:10:00,193,1006.9,62.6,4,12,31.7,18.85
2017-01-09 00:20:00,193,1006.8,62.4,4,26,31.6,18.83
2017-01-09 00:30:00,194,1006.8,62.7,4,16,31.5,18.65
2017-01-09 00:40:00,193,1006.7,63.2,4,22,31.4,18.4
2017-01-09 00:50:00,191,1006.7,63.4,4,28,31.3,18.24
2017-01-09 01:00:00,187,1006.7,63.9,4,19,31.3,18.01
2017-01-09 01:10:00,192,1006.6,64.8,4,10,31.2,17.74
2017-01-09 01:20:00,198,1006.5,65.6,4,19,31.1,17.65
2017-01-09 01:30:00,202,1006.3,65.9,2,22,31,17.38
2017-01-09 01:40:00,203,1006.2,67.3,2,11,30.9,17.21
2017-01-09 01:50:00,197,1006.4,67.5,4,16,30.8,17.25
2017-01-09 02:00:00,202,1006.5,67.4,4,12,30.7,17.08
2017-01-09 02:10:00,185,1006.5,67.8,3,9,30.7,16.81
2017-01-09 02:20:00,184,1006.4,68.3,2,15,30.6,16.6
2017-01-09 02:30:00,179,1006.4,69.5,1,14,30.5,16.52
2017-01-09 02:40:00,173,1006.3,70.4,1,27,30.4,16.44
2017-01-09 02:50:00,104,1006.3,64.8,5,21,30.3,18.23
2017-01-09 03:00:00,118,1006.3,56.2,6,16,30.2,19.2
2017-01-09 03:10:00,128,1006.4,50.4,6,18,30.1,19.94
2017-01-09 03:20:00,185,1006.9,54.2,5,12,30.1,18.84
2017-01-09 03:30:00,194,1007.2,58.8,4,16,30,17.74
2017-01-09 03:40:00,181,1007.3,61,5,12,29.9,17.37
2017-01-09 03:50:00,177,1007.4,62.4,4,26,29.8,17.18
2017-01-09 04:00:00,159,1007.3,62.4,4,18,29.7,17.45
2017-01-09 04:10:00,153,1007.4,61.3,4,12,29.6,17.68
2017-01-09 04:20:00,140,1007.5,59.9,4,8,29.6,17.72
2017-01-09 04:30:00,118,1007.5,53.4,6,15,29.5,18.61
2017-01-09 04:40:00,110,1007.6,51.3,7,17,29.4,18.78
2017-01-09 04:50:00,110,1007.7,50.4,7,19,29.3,18.75
2017-01-09 05:00:00,114,1007.8,50,8,25,29.2,18.7
2017-01-09 05:10:00,102,1007.9,50.1,9,19,29.1,18.58
2017-01-09 05:20:00,106,1007.9,50.1,9,16,29.1,18.44
2017-01-09 05:30:00,109,1007.9,50.1,8,26,29,18.34
2017-01-09 05:40:00,117,1008.1,50.7,6,32,28.9,18.12
2017-01-09 05:50:00,121,1008.2,50.2,7,27,28.8,18.35
2017-01-09 06:00:00,118,1008.4,49.9,9,80,28.8,18.47
2017-01-09 06:10:00,117,1008.5,49.7,9,71,28.7,18.55
2017-01-09 06:20:00,110,1008.6,49.8,8,159,28.6,18.64
2017-01-09 06:30:00,116,1008.8,49.4,8,199,28.5,18.81
2017-01-09 06:40:00,114,1009,49.1,8,256,28.5,19
2017-01-09 06:50:00,115,1009,47.8,8,296,28.4,19.12
2017-01-09 07:00:00,117,1009.1,47.9,9,307,28.3,19.41
2017-01-09 07:10:00,118,1009.1,46.1,8,367,28.3,19.66
2017-01-09 07:20:00,123,1009.3,45.4,8,407,28.2,20.06
2017-01-09 07:30:00,126,1009.3,42.1,8,443,28.1,19.88
2017-01-09 07:40:00,123,1009.3,41.1,7,494,28,20.84
2017-01-09 07:50:00,123,1009.3,40.6,8,520,28,20.86
2017-01-09 08:00:00,126,1009.2,39,7,556,27.9,20.96
2017-01-09 08:10:00,124,1009.3,36.2,6,601,27.8,22.02
2017-01-09 08:20:00,126,1009.4,34.2,7,651,27.8,22.27
2017-01-09 08:30:00,116,1009.3,32.1,6,676,27.8,23.5
2017-01-09 08:40:00,135,1009.2,30.5,6,706,27.7,23.78
2017-01-09 08:50:00,136,1009.1,28.7,6,745,27.7,24.27
2017-01-09 09:00:00,126,1009,26.3,6,788,27.6,24.82
2017-01-09 09:10:00,131,1009,25.5,7,817,27.6,24.83
2017-01-09 09:20:00,137,1008.8,24.4,6,848,27.6,26
2017-01-09 09:30:00,123,1008.7,23.5,7,876,27.5,26.15
2017-01-09 09:40:00,125,1008.7,21.7,6,892,27.5,27.08
2017-01-09 09:50:00,127,1008.6,20.9,7,947,27.5,26.96
2017-01-09 10:00:00,142,1008.5,19.8,6,960,27.5,28.29
2017-01-09 10:10:00,125,1008.4,19.6,7,972,27.5,28.11
2017-01-09 10:20:00,122,1008.2,19.1,7,1003,27.6,28.85
2017-01-09 10:30:00,115,1008.1,18.4,7,1010,27.6,29.24
2017-01-09 10:40:00,111,1008.1,17.6,6,1019,27.6,29.51
2017-01-09 10:50:00,111,1008,16.7,6,1032,27.6,30.55
2017-01-09 11:00:00,114,1007.9,15.3,6,1039,27.7,31.27
2017-01-09 11:10:00,134,1007.7,14.7,6,1062,27.7,31.45
2017-01-09 11:20:00,123,1007.5,13.8,7,1053,27.8,32.05
2017-01-09 11:30:00,140,1007.4,13.3,6,1053,27.9,31.4
2017-01-09 11:40:00,137,1007.2,12.7,6,1070,28,32.17
2017-01-09 11:50:00,92,1007.1,10.8,7,1065,28.1,32.66
2017-01-09 12:00:00,137,1006.9,10.7,6,1077,28.2,33.28
2017-01-09 12:10:00,139,1006.8,9.7,6,1079,28.3,33.38
2017-01-09 12:20:00,121,1006.7,9.7,5,1099,28.4,34.03
2017-01-09 12:30:00,128,1006.5,8.6,6,1087,28.5,33.86
2017-01-09 12:40:00,114,1006.4,8.1,6,1076,28.6,34.19
2017-01-09 12:50:00,102,1006.3,4,7,1101,28.7,34.39
2017-01-09 13:00:00,99,1006.2,5.1,7,1081,28.9,34.91
2017-01-09 13:10:00,96,1006.1,4.7,6,1077,29,34.43
2017-01-09 13:20:00,112,1005.9,4.1,6,1065,29.2,35.45
2017-01-09 13:30:00,121,1005.8,2.8,5,1048,29.3,35.44
2017-01-09 13:40:00,209,1005.7,16.1,6,1035,29.5,33.31
2017-01-09 13:50:00,234,1005.7,22.8,6,1025,29.6,31.53
2017-01-09 14:00:00,229,1005.7,21.7,6,1008,29.8,31.25
2017-01-09 14:10:00,232,1005.6,23.9,6,986,30,30.59
2017-01-09 14:20:00,235,1005.5,23.7,7,967,30.1,31.15
2017-01-09 14:30:00,231,1005.3,21.8,6,948,30.3,31.27
2017-01-09 14:40:00,237,1005.2,23,6,933,30.5,31.18
2017-01-09 14:50:00,221,1005.1,21.6,6,922,30.7,31.19
2017-01-09 15:00:00,232,1004.9,20.8,7,889,30.8,30.62
2017-01-09 15:10:00,228,1004.9,21.7,7,873,31,31.91
2017-01-09 15:20:00,235,1004.8,20.8,7,835,31.2,31.1
2017-01-09 15:30:00,230,1004.8,21.5,7,802,31.4,30.56
2017-01-09 15:40:00,54,1004.7,23.6,7,768,31.5,30.57
2017-01-09 15:50:00,225,1004.6,21.7,7,742,31.7,29.83
2017-01-09 16:00:00,232,1004.6,21.3,8,693,31.9,30.54
2017-01-09 16:10:00,225,1004.4,22.1,7,647,32,29.87
2017-01-09 16:20:00,223,1004.4,22.4,7,624,32.2,30.42
2017-01-09 16:30:00,231,1004.4,22,7,588,32.4,30.41
2017-01-09 16:40:00,233,1004.3,23.7,8,562,32.5,29.76
2017-01-09 16:50:00,233,1004.2,26.2,7,555,32.7,29.24
2017-01-09 17:00:00,233,1004.3,26.4,7,514,32.8,28.98
2017-01-09 17:10:00,227,1004.3,27.4,7,476,32.9,28.67
2017-01-09 17:20:00,229,1004.3,28.6,7,447,33.1,28.57
2017-01-09 17:30:00,223,1004.4,31.6,7,405,33.2,27.9
2017-01-09 17:40:00,225,1004.5,34,6,371,33.3,27.36
2017-01-09 17:50:00,225,1004.6,35.1,6,343,33.4,27.27
2017-01-09 18:00:00,225,1004.7,36.2,6,298,33.5,26.99
2017-01-09 18:10:00,225,1004.8,35.6,6,267,33.6,26.77
2017-01-09 18:20:00,219,1004.8,36.3,6,219,33.7,26.31
2017-01-09 18:30:00,219,1005,39.8,5,162,33.8,25.83
2017-01-09 18:40:00,212,1005,42.6,6,123,33.9,25.37
2017-01-09 18:50:00,225,1005.1,45.7,6,86,33.9,24.92
2017-01-09 19:00:00,224,1005.2,47.4,5,31,34,24.65
2017-01-09 19:10:00,224,1005.2,48.8,5,44,34,24.37
2017-01-09 19:20:00,223,1005.4,50.5,4,20,34.1,24.1
2017-01-09 19:30:00,223,1005.5,46.8,5,20,34.1,24.17
2017-01-09 19:40:00,208,1005.6,45.8,5,15,34.1,24.12
2017-01-09 19:50:00,208,1005.7,46.6,5,8,34.2,23.93
2017-01-09 20:00:00,204,1005.9,48.3,5,17,34.2,23.68
2017-01-09 20:10:00,199,1005.9,49.9,5,26,34.2,23.43
2017-01-09 20:20:00,200,1006,50.4,5,9,34.2,23.33
2017-01-09 20:30:00,202,1006.2,50.6,5,22,34.1,23.24
2017-01-09 20:40:00,201,1006.4,51.6,5,11,34.1,23.16
2017-01-09 20:50:00,199,1006.5,53.5,5,12,34.1,23.01
2017-01-09 21:00:00,199,1006.5,54.8,5,20,34.1,22.91
2017-01-09 21:10:00,199,1006.4,56.1,5,24,34,22.78
2017-01-09 21:20:00,200,1006.5,57.8,5,18,34,22.72
2017-01-09 21:30:00,202,1006.6,59.9,5,11,33.9,22.56
2017-01-09 21:40:00,194,1006.8,63,5,15,33.9,22.34
2017-01-09 21:50:00,195,1006.9,65,4,6,33.8,22.17
2017-01-09 22:00:00,196,1007,67.8,4,21,33.8,22.06
2017-01-09 22:10:00,204,1007.1,69.7,3,20,33.7,21.94
2017-01-09 22:20:00,199,1007.1,71.2,3,14,33.6,21.81
2017-01-09 22:30:00,196,1007,72,3,16,33.6,21.53
2017-01-09 22:40:00,196,1007,73.5,3,25,33.5,21.35
2017-01-09 22:50:00,197,1006.9,74.4,3,23,33.4,21.15
2017-01-09 23:00:00,196,1006.9,75.7,3,20,33.4,21.04
2017-01-09 23:10:00,191,1006.8,76.4,3,7,33.3,20.86
2017-01-09 23:20:00,191,1006.8,76.8,3,4,33.2,20.64
2017-01-09 23:30:00,193,1006.7,77.5,4,17,33.1,20.43
2017-01-09 23:40:00,197,1006.7,78.5,3,9,33,20.48
2017-01-09 23:50:00,203,1006.6,78,3,13,33,20.27
2017-01-10 00:00:00,193,1006.6,76.4,4,12,32.9,20.34
2017-01-10 00:10:00,190,1006.5,74.4,4,20,32.8,20.58
2017-01-10 00:20:00,184,1006.5,71.8,5,14,32.7,20.9
2017-01-10 00:30:00,172,1006.5,70.4,5,13,32.6,20.81
2017-01-10 00:40:00,173,1006.4,70.4,4,22,32.6,20.6
2017-01-10 00:50:00,185,1006.3,71.2,3,18,32.5,20.18
2017-01-10 01:00:00,190,1006.2,72,3,29,32.4,19.88
2017-01-10 01:10:00,196,1006.1,72.9,3,16,32.3,19.5
2017-01-10 01:20:00,198,1006.1,74.1,3,28,32.2,19.28
2017-01-10 01:30:00,199,1006,74.5,3,17,32.1,19.26
2017-01-10 01:40:00,197,1005.9,74.7,3,26,32.1,19.03
2017-01-10 01:50:00,176,1005.7,74.5,3,13,32,18.79
2017-01-10 02:00:00,158,1005.6,74.1,3,17,31.9,18.56
2017-01-10 02:10:00,130,1005.5,41.1,5,26,31.8,21.28
2017-01-10 02:20:00,122,1005.5,31.5,5,24,31.7,22.13
2017-01-10 02:30:00,149,1005.6,36,4,14,31.6,20.9
2017-01-10 02:40:00,154,1005.6,50.8,2,8,31.5,19.54
2017-01-10 02:50:00,162,1005.6,49.7,2,17,31.4,18.86
2017-01-10 03:00:00,166,1005.7,41.2,1,31,31.4,19.11
2017-01-10 03:10:00,160,1005.6,34.1,3,17,31.3,19.98
2017-01-10 03:20:00,140,1005.6,29,4,14,31.2,20.69
2017-01-10 03:30:00,156,1005.7,27.1,4,23,31.1,21.06
2017-01-10 03:40:00,154,1005.8,23,5,17,31,22.2
2017-01-10 03:50:00,149,1006,20.3,6,6,30.9,22.94
2017-01-10 04:00:00,148,1006.2,19,6,14,30.8,23.12
2017-01-10 04:10:00,138,1006.2,18.8,5,15,30.8,23.11
2017-01-10 04:20:00,150,1006.3,18.9,5,24,30.7,22.97
2017-01-10 04:30:00,165,1006.5,22.6,4,18,30.6,21.91
2017-01-10 04:40:00,162,1006.5,24.5,4,19,30.5,21.23
2017-01-10 04:50:00,164,1006.6,25.2,5,18,30.4,21.09
2017-01-10 05:00:00,156,1006.5,27.7,3,12,30.4,20.54
2017-01-10 05:10:00,154,1006.6,32.3,3,23,30.3,19.51
2017-01-10 05:20:00,140,1006.6,25.9,5,16,30.2,21.11
2017-01-10 05:30:00,134,1006.6,25.4,4,17,30.1,21.1
2017-01-10 05:40:00,154,1006.9,25.6,4,34,30,21.01
2017-01-10 05:50:00,149,1007,24.5,5,42,30,21.55
2017-01-10 06:00:00,133,1007.1,23.4,5,77,29.9,21.93
